name,type15_T1.G.1_T1.G.1_gap2,type15_T1.G.1_T1.G.2_gap2,type15_T1.G.2_T1.G.1_gap2,type15_T1.G.2_T1.G.2_gap2,target
CPP_positive_1,0.0,0.0,1.0,3.0,1
CPP_positive_2,0.0,2.0,1.0,3.0,1
CPP_positive_3,1.0,1.0,1.0,5.0,1
CPP_positive_4,2.0,4.0,2.0,1.0,1
CPP_positive_5,0.0,1.0,3.0,2.0,1
CPP_positive_6,0.0,1.0,0.0,3.0,1
CPP_positive_7,0.0,0.0,0.0,4.0,1
CPP_positive_8,2.0,0.0,0.0,2.0,1
CPP_positive_9,0.0,1.0,0.0,3.0,1
CPP_positive_10,0.0,0.0,3.0,1.0,1
CPP_positive_11,0.0,2.0,1.0,2.0,1
CPP_positive_12,0.0,3.0,4.0,2.0,1
CPP_positive_13,0.0,1.0,0.0,2.0,1
CPP_positive_14,1.0,2.0,0.0,7.0,1
CPP_positive_15,1.0,0.0,0.0,2.0,1
CPP_positive_16,1.0,1.0,3.0,5.0,1
CPP_positive_17,1.0,0.0,2.0,1.0,1
CPP_positive_18,0.0,1.0,0.0,3.0,1
CPP_positive_19,0.0,2.0,0.0,3.0,1
CPP_positive_20,2.0,2.0,2.0,1.0,1
CPP_positive_21,0.0,2.0,1.0,3.0,1
CPP_positive_22,0.0,0.0,1.0,4.0,1
CPP_positive_23,0.0,1.0,0.0,5.0,1
CPP_positive_24,0.0,1.0,2.0,2.0,1
CPP_positive_25,0.0,2.0,0.0,4.0,1
CPP_positive_26,4.0,2.0,1.0,2.0,1
CPP_positive_27,2.0,3.0,4.0,0.0,1
CPP_positive_28,0.0,1.0,0.0,5.0,1
CPP_positive_29,0.0,0.0,0.0,5.0,1
CPP_positive_30,1.0,1.0,0.0,4.0,1
CPP_positive_31,1.0,2.0,2.0,0.0,1
CPP_positive_32,2.0,1.0,3.0,0.0,1
CPP_positive_33,0.0,2.0,0.0,3.0,1
CPP_positive_34,0.0,2.0,1.0,2.0,1
CPP_positive_35,0.0,1.0,0.0,5.0,1
CPP_positive_36,0.0,2.0,2.0,0.0,1
CPP_positive_37,0.0,1.0,2.0,4.0,1
CPP_positive_38,2.0,3.0,0.0,2.0,1
CPP_positive_39,1.0,0.0,2.0,1.0,1
CPP_positive_40,0.0,1.0,1.0,2.0,1
CPP_positive_41,2.0,1.0,3.0,2.0,1
CPP_positive_42,0.0,1.0,2.0,3.0,1
CPP_positive_43,0.0,0.0,0.0,5.0,1
CPP_positive_44,1.0,0.0,1.0,2.0,1
CPP_positive_45,3.0,1.0,2.0,0.0,1
CPP_positive_46,1.0,1.0,0.0,1.0,1
CPP_positive_47,0.0,0.0,0.0,3.0,1
CPP_positive_48,0.0,1.0,1.0,5.0,1
CPP_positive_49,0.0,1.0,0.0,5.0,1
