name,type8_T1.G.1_T1.G.1_gap2,type8_T1.G.1_T1.G.2_gap2,type8_T1.G.2_T1.G.1_gap2,type8_T1.G.2_T1.G.2_gap2,target
CPP_positive_1,3.0,1.0,0.0,0.0,1
CPP_positive_2,3.0,1.0,1.0,1.0,1
CPP_positive_3,5.0,2.0,1.0,0.0,1
CPP_positive_4,3.0,3.0,3.0,0.0,1
CPP_positive_5,0.0,4.0,2.0,0.0,1
CPP_positive_6,2.0,0.0,2.0,0.0,1
CPP_positive_7,1.0,3.0,0.0,0.0,1
CPP_positive_8,1.0,0.0,2.0,1.0,1
CPP_positive_9,3.0,0.0,1.0,0.0,1
CPP_positive_10,0.0,4.0,0.0,0.0,1
CPP_positive_11,3.0,1.0,1.0,0.0,1
CPP_positive_12,4.0,3.0,2.0,0.0,1
CPP_positive_13,1.0,1.0,1.0,0.0,1
CPP_positive_14,6.0,1.0,2.0,1.0,1
CPP_positive_15,3.0,0.0,0.0,0.0,1
CPP_positive_16,6.0,3.0,1.0,0.0,1
CPP_positive_17,1.0,1.0,0.0,2.0,1
CPP_positive_18,3.0,0.0,1.0,0.0,1
CPP_positive_19,2.0,1.0,2.0,0.0,1
CPP_positive_20,1.0,1.0,2.0,3.0,1
CPP_positive_21,2.0,1.0,3.0,0.0,1
CPP_positive_22,4.0,0.0,1.0,0.0,1
CPP_positive_23,4.0,1.0,1.0,0.0,1
CPP_positive_24,2.0,1.0,2.0,0.0,1
CPP_positive_25,5.0,0.0,1.0,0.0,1
CPP_positive_26,5.0,1.0,1.0,2.0,1
CPP_positive_27,2.0,3.0,3.0,1.0,1
CPP_positive_28,4.0,1.0,1.0,0.0,1
CPP_positive_29,3.0,2.0,0.0,0.0,1
CPP_positive_30,3.0,1.0,1.0,1.0,1
CPP_positive_31,0.0,2.0,2.0,1.0,1
CPP_positive_32,2.0,3.0,1.0,0.0,1
CPP_positive_33,2.0,0.0,3.0,0.0,1
CPP_positive_34,0.0,2.0,3.0,0.0,1
CPP_positive_35,4.0,1.0,1.0,0.0,1
CPP_positive_36,0.0,1.0,2.0,1.0,1
CPP_positive_37,4.0,2.0,1.0,0.0,1
CPP_positive_38,4.0,0.0,2.0,1.0,1
CPP_positive_39,1.0,2.0,0.0,1.0,1
CPP_positive_40,3.0,0.0,0.0,1.0,1
CPP_positive_41,2.0,3.0,1.0,2.0,1
CPP_positive_42,0.0,2.0,3.0,1.0,1
CPP_positive_43,5.0,0.0,0.0,0.0,1
CPP_positive_44,3.0,0.0,1.0,0.0,1
CPP_positive_45,1.0,4.0,1.0,0.0,1
CPP_positive_46,1.0,0.0,0.0,2.0,1
CPP_positive_47,3.0,0.0,0.0,0.0,1
CPP_positive_48,5.0,1.0,1.0,0.0,1
CPP_positive_49,4.0,0.0,2.0,0.0,1
CPP_positive_50,1.0,0.0,2.0,0.0,1
CPP_positive_51,2.0,0.0,3.0,0.0,1
CPP_positive_52,4.0,0.0,0.0,0.0,1
CPP_positive_53,2.0,2.0,0.0,0.0,1
CPP_positive_54,4.0,1.0,0.0,0.0,1
CPP_positive_55,2.0,2.0,3.0,0.0,1
CPP_positive_56,4.0,2.0,0.0,0.0,1
CPP_positive_57,4.0,3.0,1.0,0.0,1
CPP_positive_58,4.0,0.0,0.0,0.0,1
CPP_positive_59,4.0,2.0,1.0,1.0,1
CPP_positive_60,2.0,0.0,2.0,0.0,1
CPP_positive_61,7.0,0.0,0.0,2.0,1
CPP_positive_62,4.0,1.0,1.0,0.0,1
CPP_positive_63,5.0,0.0,2.0,1.0,1
CPP_positive_64,0.0,2.0,2.0,2.0,1
CPP_positive_65,0.0,1.0,1.0,6.0,1
CPP_positive_66,1.0,1.0,2.0,0.0,1
CPP_positive_67,3.0,2.0,1.0,0.0,1
CPP_positive_68,2.0,0.0,1.0,1.0,1
CPP_positive_69,4.0,2.0,1.0,1.0,1
CPP_positive_70,2.0,2.0,1.0,0.0,1
CPP_positive_71,3.0,0.0,3.0,0.0,1
CPP_positive_72,7.0,0.0,1.0,0.0,1
CPP_positive_73,2.0,0.0,2.0,0.0,1
CPP_positive_74,4.0,0.0,1.0,0.0,1
CPP_positive_75,7.0,0.0,0.0,0.0,1
CPP_positive_76,3.0,0.0,0.0,0.0,1
CPP_positive_77,2.0,2.0,0.0,0.0,1
CPP_positive_78,1.0,1.0,2.0,0.0,1
CPP_positive_79,2.0,0.0,0.0,1.0,1
CPP_positive_80,1.0,0.0,2.0,1.0,1
CPP_positive_81,5.0,2.0,0.0,3.0,1
CPP_positive_82,3.0,1.0,1.0,0.0,1
CPP_positive_83,3.0,0.0,0.0,3.0,1
CPP_positive_84,4.0,2.0,1.0,2.0,1
CPP_positive_85,1.0,0.0,1.0,2.0,1
CPP_positive_86,5.0,1.0,0.0,0.0,1
CPP_positive_87,0.0,3.0,4.0,0.0,1
CPP_positive_88,6.0,1.0,1.0,0.0,1
CPP_positive_89,3.0,0.0,1.0,2.0,1
CPP_positive_90,4.0,1.0,0.0,0.0,1
CPP_positive_91,5.0,1.0,1.0,1.0,1
