name,type8_T1.G.1_T1.G.1_gap2,type8_T1.G.1_T1.G.2_gap2,type8_T1.G.2_T1.G.1_gap2,type8_T1.G.2_T1.G.2_gap2,target
CPP_positive_1,4.0,3.0,3.0,3.0,1
CPP_positive_2,1.0,2.0,1.0,1.0,1
CPP_positive_3,1.0,1.0,2.0,1.0,1
CPP_negative_4,4.0,0.0,2.0,1.0,0
CPP_negative_5,3.0,1.0,0.0,0.0,0
CPP_negative_6,4.0,1.0,1.0,0.0,0
CPP_positive_7,1.0,2.0,0.0,2.0,1
CPP_positive_8,1.0,3.0,0.0,1.0,1
CPP_negative_9,3.0,2.0,1.0,2.0,0
CPP_negative_10,7.0,7.0,5.0,1.0,0
CPP_positive_11,0.0,3.0,0.0,1.0,1
CPP_negative_12,6.0,2.0,2.0,0.0,0
CPP_negative_13,4.0,0.0,3.0,1.0,0
CPP_positive_14,1.0,1.0,2.0,0.0,1
CPP_negative_15,3.0,0.0,3.0,0.0,0
CPP_positive_16,2.0,1.0,4.0,1.0,1
CPP_positive_17,4.0,1.0,3.0,3.0,1
CPP_negative_18,0.0,4.0,0.0,0.0,0
CPP_negative_19,1.0,2.0,0.0,1.0,0
CPP_positive_20,4.0,5.0,2.0,1.0,1
CPP_negative_21,3.0,1.0,0.0,2.0,0
CPP_positive_22,1.0,2.0,2.0,1.0,1
CPP_negative_23,4.0,1.0,4.0,1.0,0
CPP_negative_24,6.0,1.0,0.0,0.0,0
CPP_negative_25,1.0,2.0,1.0,0.0,0
CPP_positive_26,3.0,0.0,0.0,0.0,1
CPP_negative_27,0.0,0.0,2.0,2.0,0
CPP_positive_28,4.0,1.0,0.0,2.0,1
CPP_negative_29,1.0,4.0,1.0,1.0,0
CPP_positive_30,5.0,2.0,3.0,3.0,1
CPP_negative_31,2.0,1.0,1.0,1.0,0
CPP_positive_32,2.0,4.0,3.0,3.0,1
CPP_positive_33,1.0,2.0,1.0,2.0,1
CPP_negative_34,6.0,1.0,3.0,0.0,0
CPP_negative_35,6.0,0.0,2.0,0.0,0
CPP_positive_36,0.0,2.0,0.0,1.0,1
CPP_positive_37,2.0,1.0,1.0,1.0,1
CPP_negative_38,4.0,0.0,0.0,0.0,0
CPP_positive_39,0.0,1.0,1.0,2.0,1
CPP_negative_40,1.0,2.0,2.0,2.0,0
CPP_negative_41,2.0,0.0,2.0,1.0,0
CPP_negative_42,1.0,0.0,2.0,1.0,0
CPP_negative_43,0.0,1.0,2.0,6.0,0
CPP_positive_44,1.0,0.0,3.0,0.0,1
CPP_positive_45,5.0,3.0,1.0,2.0,1
CPP_positive_46,2.0,2.0,0.0,2.0,1
CPP_negative_47,4.0,0.0,0.0,0.0,0
CPP_positive_48,1.0,3.0,2.0,4.0,1
CPP_negative_49,8.0,0.0,0.0,0.0,0
CPP_negative_50,2.0,1.0,1.0,1.0,0
CPP_positive_51,0.0,1.0,0.0,2.0,1
CPP_negative_52,2.0,4.0,2.0,0.0,0
CPP_negative_53,4.0,0.0,2.0,1.0,0
CPP_negative_54,1.0,2.0,2.0,1.0,0
CPP_negative_55,2.0,2.0,1.0,0.0,0
CPP_positive_56,2.0,1.0,1.0,0.0,1
CPP_negative_57,1.0,2.0,3.0,0.0,0
CPP_positive_58,2.0,1.0,2.0,0.0,1
CPP_negative_59,2.0,1.0,2.0,2.0,0
CPP_positive_60,0.0,1.0,3.0,2.0,1
CPP_positive_61,1.0,7.0,2.0,1.0,1
CPP_negative_62,0.0,2.0,2.0,2.0,0
CPP_positive_63,1.0,2.0,2.0,1.0,1
CPP_negative_64,4.0,0.0,0.0,2.0,0
CPP_positive_65,2.0,2.0,3.0,5.0,1
CPP_negative_66,2.0,2.0,3.0,0.0,0
CPP_positive_67,2.0,1.0,1.0,0.0,1
CPP_positive_68,2.0,1.0,1.0,0.0,1
CPP_negative_69,1.0,2.0,1.0,0.0,0
CPP_positive_70,1.0,2.0,2.0,0.0,1
CPP_negative_71,6.0,1.0,1.0,2.0,0
CPP_negative_72,0.0,2.0,3.0,1.0,0
CPP_negative_73,3.0,3.0,6.0,0.0,0
CPP_negative_74,2.0,1.0,1.0,0.0,0
