name,type14_T1.G.1_T1.G.1_gap2,type14_T1.G.1_T1.G.2_gap2,type14_T1.G.2_T1.G.1_gap2,type14_T1.G.2_T1.G.2_gap2,target
CPP_positive_1,5.0,3.0,4.0,1.0,1
CPP_positive_2,1.0,2.0,1.0,1.0,1
CPP_positive_3,1.0,1.0,2.0,1.0,1
CPP_negative_4,4.0,0.0,2.0,1.0,0
CPP_negative_5,3.0,1.0,0.0,0.0,0
CPP_negative_6,6.0,0.0,0.0,0.0,0
CPP_positive_7,2.0,2.0,0.0,1.0,1
CPP_positive_8,2.0,2.0,0.0,1.0,1
CPP_negative_9,3.0,3.0,2.0,0.0,0
CPP_negative_10,7.0,7.0,5.0,1.0,0
CPP_positive_11,0.0,3.0,0.0,1.0,1
CPP_negative_12,8.0,2.0,0.0,0.0,0
CPP_negative_13,4.0,0.0,3.0,1.0,0
CPP_positive_14,3.0,0.0,1.0,0.0,1
CPP_negative_15,3.0,0.0,3.0,0.0,0
CPP_positive_16,5.0,0.0,3.0,0.0,1
CPP_positive_17,5.0,1.0,3.0,2.0,1
CPP_negative_18,1.0,3.0,0.0,0.0,0
CPP_negative_19,1.0,2.0,0.0,1.0,0
CPP_positive_20,7.0,2.0,2.0,1.0,1
CPP_negative_21,4.0,0.0,0.0,2.0,0
CPP_positive_22,1.0,2.0,2.0,1.0,1
CPP_negative_23,4.0,2.0,4.0,0.0,0
CPP_negative_24,6.0,1.0,0.0,0.0,0
CPP_negative_25,1.0,2.0,1.0,0.0,0
CPP_positive_26,3.0,0.0,0.0,0.0,1
CPP_negative_27,1.0,0.0,1.0,2.0,0
CPP_positive_28,4.0,1.0,0.0,2.0,1
CPP_negative_29,3.0,3.0,0.0,1.0,0
CPP_positive_30,6.0,2.0,3.0,2.0,1
CPP_negative_31,2.0,1.0,1.0,1.0,0
CPP_positive_32,3.0,4.0,2.0,3.0,1
CPP_positive_33,3.0,0.0,2.0,1.0,1
CPP_negative_34,6.0,1.0,3.0,0.0,0
CPP_negative_35,7.0,0.0,1.0,0.0,0
CPP_positive_36,1.0,1.0,0.0,1.0,1
CPP_positive_37,3.0,0.0,1.0,1.0,1
CPP_negative_38,4.0,0.0,0.0,0.0,0
CPP_positive_39,1.0,1.0,0.0,2.0,1
CPP_negative_40,5.0,1.0,0.0,1.0,0
CPP_negative_41,2.0,0.0,2.0,1.0,0
CPP_negative_42,2.0,0.0,1.0,1.0,0
CPP_negative_43,0.0,3.0,4.0,2.0,0
CPP_positive_44,2.0,0.0,2.0,0.0,1
CPP_positive_45,6.0,2.0,1.0,2.0,1
CPP_positive_46,3.0,1.0,1.0,1.0,1
CPP_negative_47,4.0,0.0,0.0,0.0,0
CPP_positive_48,3.0,2.0,2.0,3.0,1
CPP_negative_49,8.0,0.0,0.0,0.0,0
CPP_negative_50,2.0,1.0,1.0,1.0,0
CPP_positive_51,0.0,1.0,1.0,1.0,1
CPP_negative_52,2.0,4.0,2.0,0.0,0
CPP_negative_53,4.0,0.0,2.0,1.0,0
CPP_negative_54,1.0,2.0,2.0,1.0,0
CPP_negative_55,2.0,2.0,1.0,0.0,0
CPP_positive_56,4.0,0.0,0.0,0.0,1
CPP_negative_57,1.0,2.0,3.0,0.0,0
CPP_positive_58,3.0,0.0,2.0,0.0,1
CPP_negative_59,2.0,1.0,2.0,2.0,0
CPP_positive_60,1.0,2.0,2.0,1.0,1
CPP_positive_61,3.0,6.0,1.0,1.0,1
CPP_negative_62,0.0,2.0,2.0,2.0,0
CPP_positive_63,2.0,3.0,1.0,0.0,1
CPP_negative_64,4.0,0.0,0.0,2.0,0
CPP_positive_65,4.0,1.0,2.0,5.0,1
CPP_negative_66,2.0,2.0,3.0,0.0,0
CPP_positive_67,2.0,1.0,1.0,0.0,1
CPP_positive_68,2.0,1.0,1.0,0.0,1
CPP_negative_69,1.0,2.0,1.0,0.0,0
CPP_positive_70,1.0,2.0,2.0,0.0,1
CPP_negative_71,7.0,1.0,1.0,1.0,0
CPP_negative_72,1.0,3.0,2.0,0.0,0
CPP_negative_73,3.0,3.0,6.0,0.0,0
CPP_negative_74,2.0,1.0,1.0,0.0,0
CPP_positive_75,3.0,2.0,1.0,0.0,1
CPP_positive_76,4.0,3.0,2.0,0.0,1
CPP_negative_77,5.0,0.0,0.0,0.0,0
CPP_negative_78,2.0,1.0,1.0,0.0,0
CPP_positive_79,4.0,0.0,2.0,1.0,1
CPP_positive_80,3.0,3.0,5.0,0.0,1
CPP_positive_81,4.0,1.0,2.0,1.0,1
CPP_negative_82,1.0,3.0,0.0,0.0,0
CPP_negative_83,4.0,1.0,3.0,1.0,0
CPP_positive_84,3.0,3.0,2.0,0.0,1
CPP_negative_85,5.0,0.0,1.0,0.0,0
CPP_negative_86,2.0,0.0,1.0,1.0,0
CPP_negative_87,3.0,1.0,1.0,0.0,0
CPP_negative_88,5.0,1.0,0.0,1.0,0
CPP_positive_89,1.0,0.0,2.0,2.0,1
CPP_positive_90,10.0,4.0,3.0,0.0,1
CPP_positive_91,3.0,2.0,1.0,0.0,1
CPP_negative_92,2.0,1.0,2.0,0.0,0
CPP_negative_93,6.0,0.0,0.0,0.0,0
CPP_negative_94,2.0,3.0,3.0,0.0,0
CPP_negative_95,7.0,1.0,3.0,1.0,0
CPP_negative_96,2.0,2.0,1.0,2.0,0
CPP_positive_97,3.0,3.0,1.0,0.0,1
CPP_positive_98,1.0,2.0,2.0,0.0,1
CPP_negative_99,1.0,0.0,2.0,1.0,0
CPP_negative_100,0.0,4.0,0.0,0.0,0
CPP_positive_101,2.0,3.0,1.0,1.0,1
CPP_negative_102,3.0,2.0,4.0,1.0,0
CPP_positive_103,0.0,2.0,2.0,0.0,1
CPP_negative_104,3.0,0.0,1.0,2.0,0
CPP_positive_105,2.0,2.0,1.0,0.0,1
CPP_negative_106,1.0,0.0,1.0,2.0,0
CPP_positive_107,5.0,2.0,3.0,1.0,1
CPP_negative_108,3.0,0.0,1.0,1.0,0
CPP_negative_109,8.0,2.0,0.0,0.0,0
CPP_negative_110,4.0,1.0,1.0,0.0,0
CPP_negative_111,7.0,2.0,1.0,0.0,0
